13
 2.5799563791486362e+00 2.0101493711651615e+00
 2.3106093900309927e+00 2.4306903078543711e+00
 1.8785400926131768e+00 2.7487949037122927e+00
 1.0194238208682553e+00 2.9082237469128556e+00
 3.3442261075807278e-01 2.9585109554410223e+00
 -2.3498798676154037e-01 2.5124858143995672e+00
 -5.8288072191845020e-01 2.1787790627689345e+00
 -4.7301122096103893e-01 1.6055175851668233e+00
 5.3552995858284547e-02 1.1980158964945926e+00
 7.3865860337411415e-01 1.1155877125283828e+00
 1.5165772763779428e+00 1.0401233441393685e+00
 2.0259132402674385e+00 1.3885777372846477e+00
 2.3491632047683373e+00 1.6460730824731120e+00
