   1.5447161e-01   2.0368922e+00
   4.7367437e-01   9.1724660e-01
   7.9279411e-01  -1.1320056e-01
   1.1192874e+00  -7.4373993e-01
   1.4436416e+00  -8.6856959e-01
   1.7952616e+00  -5.5332977e-01
   2.1164997e+00  -1.0769757e-01
   2.3489472e+00   1.8972351e-01
   2.5704967e+00   3.8945151e-01
   2.7878256e+00   4.8447542e-01
   3.0346428e+00   4.7053689e-01
   3.3199381e+00   3.3861148e-01
   3.6013570e+00   1.4863519e-01
   3.9142890e+00  -4.9262381e-02
   4.2534291e+00  -1.8055890e-01
   4.5934168e+00  -1.9824239e-01
   4.9639002e+00  -1.2129803e-01
   5.3544597e+00  -5.1940761e-03
   5.6709366e+00   6.8100419e-02
   5.9040268e+00   9.4185183e-02
   6.1875409e+00   9.2725288e-02
   6.4665495e+00   6.7011434e-02
   6.7284720e+00   3.0726611e-02
   7.0340468e+00  -9.6454831e-03
   7.3731952e+00  -3.7409708e-02
   7.7077945e+00  -4.2809309e-02
   7.9956255e+00  -3.2240828e-02
   8.3021143e+00  -1.3432657e-02
   8.6433832e+00   6.5455975e-03
   8.9695142e+00   1.7981636e-02
   9.2562907e+00   1.9871665e-02
   9.5060617e+00   1.6259037e-02
   9.7796707e+00   8.9538955e-03
