           1   2.96598673E-02  0.296555191    
           2   3.21310759E-02  0.321255475    
           3   6.21550083E-02  0.621149957    
           4   9.08968449E-02  0.907717288    
           5   9.66496468E-02  0.964992523    
           6  0.127413869       1.27069402    
           7  0.129688740       1.29325509    
           8  0.145874262       1.45357466    
           9  0.150249124       1.49684453    
          10  0.157765031       1.57111394    
          11  0.170147538       1.69327760    
          12  0.178782821       1.77831936    
          13  0.268093944       2.64893961    
          14  0.280663490       2.76993251    
          15  0.287895441       2.83934927    
          16  0.288917184       2.84914470    
          17  0.293777704       2.89570141    
          18  0.328275204       3.22410822    
          19  0.330059409       3.24099255    
          20  0.356993794       3.49459147    
          21  0.370233178       3.61832833    
          22  0.402802348       3.91997957    
          23  0.440050721       4.25985384    
          24  0.442525506       4.28223085    
          25  0.442706466       4.28386593    
          26  0.451186895       4.36033964    
          27  0.459356904       4.43371773    
          28  0.491711855       4.72135639    
          29  0.511611700       4.89583206    
          30  0.512973547       4.90770245    
          31  0.526710033       5.02692032    
          32  0.559647918       5.30887890    
          33  0.595282674       5.60742855    
          34  0.602297544       5.66537285    
          35  0.603440166       5.67478418    
          36  0.607497811       5.70814800    
          37  0.629420042       5.88676023    
          38  0.659755468       6.12923670    
          39  0.685234666       6.32854748    
          40  0.685466051       6.33033848    
          41  0.686521411       6.33850527    
          42  0.694912791       6.40318441    
          43  0.696256399       6.41349888    
          44  0.698351383       6.42955875    
          45  0.714524746       6.55258465    
          46  0.728810906       6.65983105    
          47  0.777109623       7.01221704    
          48  0.779526114       7.02942419    
          49  0.789708853       7.10148335    
          50  0.798962116       7.16632605    
          51  0.812837720       7.26240873    
          52  0.821397543       7.32098532    
          53  0.823912740       7.33809566    
          54  0.825191259       7.34677553    
          55  0.843332648       7.46863413    
          56  0.849127650       7.50704384    
          57  0.856639981       7.55646133    
          58  0.862447500       7.59437132    
          59  0.874378681       7.67145109    
          60  0.887010813       7.75186825    
          61  0.892488241       7.78635454    
          62  0.904300690       7.85993004    
          63  0.921168208       7.96308804    
          64  0.939719081       8.07392311    
          65  0.962338686       8.20530605    
          66  0.962374449       8.20551014    
          67  0.963088632       8.20958996    
          68   1.02234292       8.53331852    
          69   1.03119636       8.57914257    
          70   1.04843724       8.66644573    
          71   1.04883277       8.66841888    
          72   1.05132365       8.68080997    
          73   1.06148422       8.73080063    
          74   1.07840681       8.81205750    
          75   1.13777268       9.07701111    
          76   1.14152384       9.09268761    
          77   1.15370536       9.14271259    
          78   1.17466271       9.22559738    
          79   1.18314993       9.25801277    
          80   1.19403863       9.29862404    
          81   1.19952714       9.31867599    
          82   1.20671332       9.34450722    
          83   1.22571945       9.41049480    
          84   1.22912157       9.42194843    
          85   1.23136425       9.42943954    
          86   1.24124587       9.46187878    
          87   1.25020516       9.49049282    
          88   1.29509354       9.62234116    
          89   1.29578948       9.62423325    
          90   1.30456316       9.64768791    
          91   1.30771029       9.65592003    
          92   1.31693101       9.67948914    
          93   1.32592785       9.70169258    
          94   1.33360434       9.72001648    
          95   1.34891510       9.75485229    
          96   1.36908174       9.79724503    
          97   1.39671922       9.84886837    
          98   1.39695346       9.84927368    
          99   1.40069318       9.85567284    
         100   1.41335499       9.87631702    
         101   1.43962991       9.91410065    
         102   1.44477975       9.92070389    
         103   1.45463955       9.93261433    
         104   1.45672631       9.93501091    
         105   1.46374512       9.94275475    
         106   1.47898972       9.95788765    
         107   1.48117018       9.95986271    
         108   1.49242544       9.96930599    
         109   1.49326944       9.96996307    
         110   1.49509084       9.97135735    
         111   1.50528359       9.97854805    
         112   1.54078782       9.99549770    
         113   1.54132354       9.99565697    
         114   1.54779482       9.99735451    
         115   1.54879475       9.99757957    
         116   1.55294001       9.99840641    
         117   1.56945062       9.99999142    
         118   1.59451532       9.99718761    
         119   1.59512007       9.99704170    
         120   1.61327934       9.99097729    
         121   1.63620257       9.97861767    
         122   1.63839662       9.97716045    
         123   1.70905423       9.90457630    
         124   1.71872914       9.89077950    
         125   1.73883677       9.85914421    
         126   1.75659513       9.82789040    
         127   1.75889218       9.82362080    
         128   1.76939714       9.80343628    
         129   1.77365363       9.79494953    
         130   1.78395116       9.77368450    
         131   1.79333210       9.75340939    
         132   1.80667806       9.72308731    
         133   1.80930412       9.71691608    
         134   1.82286072       9.68399620    
         135   1.83569705       9.65118504    
         136   1.83972323       9.64056587    
         137   1.84792256       9.61845589    
         138   1.85051537       9.61133099    
         139   1.85505724       9.59869194    
         140   1.85628319       9.59524632    
         141   1.86941957       9.55742455    
         142   1.87404048       9.54372787    
         143   1.87665939       9.53587437    
         144   1.89049923       9.49328804    
         145   1.89751089       9.47101784    
         146   1.91077566       9.42761517    
         147   1.92906725       9.36504555    
         148   1.93792355       9.33362293    
         149   1.94601560       9.30427265    
         150   1.96024847       9.25117207    
         151   1.98009074       9.17401886    
         152   1.98554456       9.15217781    
         153   2.00133276       9.08741951    
         154   2.00709391       9.06322479    
         155   2.02556801       8.98361301    
