   9.48683301E-04   9.48863104E-04  -30.0000000    
   9.51916503E-04   9.52096656E-04  -29.9400005    
   9.55165189E-04   9.55343246E-04  -29.8800011    
   9.58429358E-04   9.58610326E-04  -29.8200016    
   9.61709186E-04   9.61892307E-04  -29.7600021    
   9.65004787E-04   9.65189189E-04  -29.7000027    
   9.68316104E-04   9.68500972E-04  -29.6400032    
   9.71643487E-04   9.71827656E-04  -29.5800037    
   9.74986702E-04   9.75172967E-04  -29.5200043    
   9.78346099E-04   9.78533179E-04  -29.4600048    
   9.81721794E-04   9.81912017E-04  -29.4000053    
   9.85113671E-04   9.85305756E-04  -29.3400059    
   9.88521846E-04   9.88710672E-04  -29.2800064    
   9.91946668E-04   9.92137939E-04  -29.2200069    
   9.95388022E-04   9.95583832E-04  -29.1600075    
   9.98846022E-04   9.99040902E-04  -29.1000080    
   1.00232079E-03   1.00251287E-03  -29.0400085    
   1.00581243E-03   1.00600719E-03  -28.9800091    
   1.00932096E-03   1.00951642E-03  -28.9200096    
   1.01284659E-03   1.01304427E-03  -28.8600101    
   1.01638958E-03   1.01659074E-03  -28.8000107    
   1.01994968E-03   1.02015212E-03  -28.7400112    
   1.02352700E-03   1.02372840E-03  -28.6800117    
   1.02712202E-03   1.02732331E-03  -28.6200123    
   1.03073462E-03   1.03093684E-03  -28.5600128    
   1.03436480E-03   1.03457272E-03  -28.5000134    
   1.03801268E-03   1.03822351E-03  -28.4400139    
   1.04167848E-03   1.04188547E-03  -28.3800144    
   1.04536244E-03   1.04557350E-03  -28.3200150    
   1.04906433E-03   1.04927644E-03  -28.2600155    
   1.05278450E-03   1.05299801E-03  -28.2000160    
   1.05652295E-03   1.05673447E-03  -28.1400166    
   1.06027978E-03   1.06049329E-03  -28.0800171    
   1.06405513E-03   1.06427073E-03  -28.0200176    
   1.06784911E-03   1.06806308E-03  -27.9600182    
   1.07166194E-03   1.07187778E-03  -27.9000187    
   1.07549364E-03   1.07571110E-03  -27.8400192    
   1.07934407E-03   1.07956678E-03  -27.7800198    
   1.08321384E-03   1.08343735E-03  -27.7200203    
   1.08710257E-03   1.08732656E-03  -27.6600208    
   1.09101075E-03   1.09123439E-03  -27.6000214    
