   0.0000000e+00   0.0000000e+00
   3.0894322e-01   6.2928403e-01
   6.3840552e-01   9.3148220e-01
   9.4718270e-01   8.9652845e-01
   1.2913920e+00   6.4052623e-01
   1.5958911e+00   3.7604760e-01
   1.9946320e+00   1.5541237e-01
   2.2383673e+00   1.2916267e-01
   2.4595270e+00   1.7112186e-01
   2.6814665e+00   2.5755653e-01
   2.8941848e+00   3.6061330e-01
   3.1751008e+00   4.9279464e-01
   3.4647753e+00   5.9088178e-01
   3.7379386e+00   6.3148345e-01
   4.0906395e+00   6.1410856e-01
   4.4162188e+00   5.5532233e-01
   4.7706149e+00   4.8506600e-01
   5.1571856e+00   4.3817574e-01
   5.5517337e+00   4.3612642e-01
   5.7901394e+00   4.5236195e-01
   6.0179143e+00   4.7381497e-01
   6.3571675e+00   5.0527232e-01
   6.5759315e+00   5.1993201e-01
   6.8810124e+00   5.2930611e-01
   7.1870813e+00   5.2635393e-01
   7.5593092e+00   5.1242899e-01
   7.8562799e+00   4.9971588e-01
   8.1349712e+00   4.9073065e-01
   8.4692574e+00   4.8624029e-01
   8.8175090e+00   4.8851981e-01
   9.1215195e+00   4.9398642e-01
   9.3910620e+00   4.9934267e-01
   9.6210615e+00   5.0308224e-01
   9.9382799e+00   5.0592258e-01
   1.0190709e+01   5.0610173e-01
