   0.0000000e+00   8.7300684e-02
   4.0000000e+00   1.3194554e-01
   9.0000000e+00   2.2688340e-01
   1.4000000e+01   4.3858853e-01
   1.8000000e+01   7.2447384e-01
   2.3000000e+01   1.1656877e+00
   2.8000000e+01   1.1426042e+00
   3.4000000e+01   7.2084060e-01
   3.9000000e+01   6.3144135e-01
   4.3000000e+01   6.7338353e-01
   4.6000000e+01   6.8203546e-01
   5.1000000e+01   5.7926058e-01
   5.6000000e+01   5.6559432e-01
   6.0000000e+01   7.1798393e-01
   6.3000000e+01   8.3897672e-01
   6.7000000e+01   8.3447698e-01
   7.0000000e+01   7.6282858e-01
   7.4000000e+01   6.7774846e-01
   7.8000000e+01   7.7881082e-01
   8.3000000e+01   9.7597463e-01
   8.7000000e+01   9.5439437e-01
   9.3000000e+01   5.3097203e-01
   9.8000000e+01   2.7825747e-01
   1.0400000e+02   1.3745014e-01
