   0.0000000       19.951191    
  5.99999987E-02   13.104309    
  0.12000000       22.790436    
  0.17999999       20.072784    
  0.23999999       14.043242    
  0.29999998       17.829739    
  0.35999998       11.155341    
  0.41999999       11.193588    
  0.47999999       19.378618    
  0.53999996       20.577938    
  0.59999996       19.335033    
  0.65999997       18.830303    
  0.71999997       35.318138    
  0.77999997       26.134274    
  0.83999997       28.351948    
  0.89999998       33.677643    
  0.95999998       21.712502    
   1.0200000       35.314705    
   1.0799999       36.090286    
   1.1399999       30.444891    
   1.1999998       41.881844    
   1.2599998       33.537708    
   1.3199997       30.355846    
   1.3799996       46.259258    
   1.4399996       39.491570    
   1.4999995       41.584606    
   1.5599995       37.831657    
   1.6199994       35.832226    
   1.6799994       31.747683    
   1.7399993       45.328682    
   1.7999992       42.785862    
   1.8599992       45.479408    
   1.9199991       49.446976    
   1.9799991       45.043365    
   2.0399990       35.249588    
   2.0999990       44.817291    
   2.1599989       52.460487    
   2.2199988       53.168293    
   2.2799988       38.602707    
   2.3399987       44.749805    
   2.3999987       47.164951    
   2.4599986       45.302628    
   2.5199986       54.004612    
   2.5799985       52.704376    
   2.6399984       48.031826    
   2.6999984       49.650162    
   2.7599983       43.315269    
   2.8199983       54.026714    
   2.8799982       38.594971    
   2.9399981       49.310360    
   2.9999981       51.392269    
   3.0599980       42.966660    
   3.1199980       38.678093    
   3.1799979       48.833210    
   3.2399979       53.146156    
   3.2999978       55.868889    
   3.3599977       51.749226    
   3.4199977       47.286156    
   3.4799976       45.046619    
   3.5399976       46.207577    
   3.5999975       49.074047    
   3.6599975       58.225880    
   3.7199974       58.341133    
   3.7799973       53.740719    
   3.8399973       58.187878    
   3.8999972       41.294483    
   3.9599972       54.445187    
   4.0199971       55.156425    
   4.0799971       59.436649    
   4.1399970       55.025078    
   4.1999969       57.604172    
   4.2599969       52.952225    
   4.3199968       43.494053    
   4.3799968       52.375660    
   4.4399967       55.259758    
   4.4999967       46.625599    
   4.5599966       56.224281    
   4.6199965       55.510868    
   4.6799965       63.499161    
   4.7399964       52.564171    
   4.7999964       60.625103    
   4.8599963       61.313610    
   4.9199963       58.911362    
   4.9799962       54.933834    
   5.0399961       52.140793    
   5.0999961       53.585938    
   5.1599960       63.542931    
   5.2199960       61.112667    
   5.2799959       54.995266    
   5.3399959       71.691116    
   5.3999958       69.441475    
   5.4599957       73.738899    
   5.5199957       78.634514    
   5.5799956       63.198322    
   5.6399956       68.688881    
   5.6999955       75.719276    
   5.7599955       66.267517    
   5.8199954       69.169739    
   5.8799953       72.847008    
   5.9399953       72.243523    
